,z1,z2,human_annotation,subtle_super_clusters,subtle_sub_clusters
5125,-0.70625204,6.7842755,na,0,50
5126,-0.4986219,6.728344,na,0,50
5127,-0.48334065,6.8856435,na,0,50
5128,-0.42353764,6.934486,na,0,50
5129,-0.45669964,7.0380025,na,0,3
5130,-0.41019988,7.0685363,na,0,3
5131,-0.54764676,7.049973,na,0,3
5132,-0.5602248,7.1677628,na,0,3
5133,-0.9175842,7.526155,na,0,13
5134,-0.8737368,7.640376,na,0,4
5135,-0.9133643,7.7555337,na,0,4
5136,-0.9614611,7.8152037,na,0,4
5137,-0.97951233,7.9222302,na,0,4
5138,-0.850854,8.068574,na,0,4
5139,1.8308718,12.7110815,na,3,19
5140,1.9603369,12.876236,na,3,19
5141,1.9786233,13.021298,na,3,19
5142,1.9440655,13.15819,na,3,1
5143,1.9347652,13.1476145,na,3,1
5144,1.8475045,13.117252,na,3,1
5145,1.9453876,12.78736,na,3,19
5146,1.9663076,12.645855,na,3,19
5147,2.3143804,12.123976,na,3,49
5148,2.380752,11.612609,na,3,49
5149,2.3688066,11.287514,walking,3,62
5150,2.402057,11.131296,walking,3,62
5151,2.2312968,11.186231,walking,3,25
5152,2.3067262,11.140803,walking,3,25
5153,2.2745428,11.262104,walking,3,25
5154,2.1863406,11.261048,walking,3,25
5155,2.1396902,11.266064,walking,3,25
5156,1.9978156,11.378221,na,3,25
5157,1.7540195,11.554162,na,3,47
5158,1.5333292,11.768229,na,3,47
5159,1.3192312,12.034726,na,3,36
5160,1.3107497,12.238947,na,3,45
5161,1.3610489,12.284332,na,3,45
5162,1.472916,12.499515,na,3,45
5163,1.6227558,13.09732,na,3,1
5164,1.5560669,13.472701,na,3,1
5165,1.5628462,13.658256,na,3,1
5166,1.5662562,13.776186,na,3,1
5167,1.5834295,13.886193,na,3,1
5168,1.5751306,13.81091,na,3,1
5169,1.6011008,13.868271,na,3,1
5170,1.8007281,13.813228,na,3,1
5171,1.8221639,13.721271,na,3,1
5172,2.0346556,13.279667,na,3,1
5173,2.15787,12.774503,walking,3,19
5174,2.1382704,12.443741,walking,3,19
5175,2.0967112,11.839178,walking,3,49
5176,2.0029013,11.613839,walking,3,25
5177,1.5409193,11.3350935,walking,3,30
5178,1.3018918,11.2503805,walking,3,30
5179,1.086428,11.212739,walking,3,30
5180,0.9615855,11.246338,na,3,30
5181,0.5890075,11.194468,na,3,60
5182,0.32638654,11.144825,na,3,60
5183,0.20510416,11.22212,na,3,60
5184,0.04828745,11.305976,na,3,69
5185,-0.14368981,11.453667,na,3,69
5186,-0.3902854,11.773444,na,3,69
5187,-0.5386679,11.863874,na,3,57
5188,-0.70262283,11.995707,na,3,57
5189,-0.804225,12.1449585,na,3,57
5190,-0.88279563,12.153264,na,3,57
5191,-1.1592091,12.061625,na,3,5
5192,-1.3268409,11.772928,na,3,5
5193,-1.6476718,11.488003,na,3,18
5194,-1.6591134,11.536975,na,3,18
5195,-1.999398,10.937629,na,3,32
5196,-2.2584243,10.3060465,na,3,32
5197,-2.597509,9.574046,walking,3,12
5198,-2.6721597,9.352379,walking,3,12
5199,-2.8530831,9.033495,walking,3,12
5200,-2.8999217,8.660971,walking,3,12
5201,-2.9760098,8.42575,walking,0,22
5202,-2.8256686,8.256216,walking,0,22
5203,-2.3934875,7.3086066,walking,0,7
5204,-2.2594845,6.3731685,walking,0,38
5205,-2.1128755,6.201047,na,0,38
5206,-2.0987818,6.1844125,rearing,0,38
5207,-2.0580413,6.235719,rearing,0,38
5208,-2.1158936,6.2141194,rearing,0,38
5209,-2.0788155,6.1245584,rearing,0,38
5210,-2.1371534,6.2262692,rearing,0,38
5211,-2.1909442,6.502999,rearing,0,11
5212,-2.6337824,7.1672664,rearing,0,6
5213,-3.1468863,7.6585155,rearing,0,22
5214,-3.223569,7.768416,rearing,0,22
5215,-3.174134,7.852598,rearing,0,22
5216,-3.2177691,7.900445,rearing,0,22
5217,-3.2011383,7.886866,rearing,0,22
5218,-3.2533438,7.8995533,rearing,0,22
5219,-2.9958403,8.081713,rearing,0,22
5220,-2.7045188,8.093308,rearing,0,56
5221,-2.0394676,8.212699,rearing,0,39
5222,-1.9549019,8.3712,na,0,39
5223,1.2617704,11.992357,na,3,36
5224,1.2640889,12.157787,na,3,45
5225,1.1835581,12.17136,na,3,45
5226,1.1115139,12.413535,na,3,45
5227,0.9339941,12.685639,na,3,45
5228,0.70128393,13.214973,na,3,26
5229,0.79011256,13.3289175,na,3,26
5230,0.78079253,13.359433,na,3,26
5231,0.64239186,13.351491,na,3,26
5232,0.7469528,13.376718,na,3,26
5233,0.7116478,13.364174,na,3,26
5234,0.6240184,13.30833,na,3,26
5235,0.57345366,13.380516,na,3,26
5236,-2.1427772,9.416516,na,3,12
5237,-2.0877512,9.13149,walking,3,12
5238,-2.1794999,8.746946,walking,3,12
5239,-2.1706245,8.71125,walking,3,12
5240,-2.0398116,8.457991,walking,0,39
5241,-2.0693848,8.2657795,walking,0,39
5242,-2.1081333,8.215936,walking,0,56
5243,-2.1427195,8.195263,walking,0,56
5244,-2.151901,8.161404,na,0,56
5245,-2.3006282,8.07326,na,0,56
5246,-2.246631,8.112911,rearing,0,56
5247,-2.2465885,8.081459,rearing,0,56
5248,-2.111723,8.077981,rearing,0,56
5249,-1.8581194,8.019881,rearing,0,29
5250,-1.2224538,8.10143,rearing,0,39
5251,-1.0830626,7.9589477,rearing,0,39
5252,-1.0408185,7.928856,rearing,0,39
5253,-0.09121899,6.342883,rearing,0,28
5254,-1.0279773,4.8034616,rearing,0,23
5255,-1.1009879,4.7855215,rearing,0,23
5256,-1.0865977,4.854414,rearing,0,23
5257,-0.9657451,4.879246,rearing,0,23
5258,-0.24479835,6.356103,rearing,0,50
5259,-0.17935665,6.6707854,rearing,0,28
5260,0.7410285,6.5271196,rearing,5,27
5261,1.0527214,6.455374,rearing,5,27
5262,1.1521379,6.4847074,rearing,5,27
5263,1.0955098,6.5150285,rearing,5,27
5264,0.96271133,6.4411287,rearing,5,27
5265,0.15196627,6.041318,rearing,0,28
5266,0.12608477,5.929176,rearing,0,42
5267,0.008373429,5.8991823,rearing,0,42
5268,0.08803814,6.0088954,rearing,0,28
5269,0.108116955,6.079985,rearing,0,28
5270,0.09994571,6.0610385,rearing,0,28
5271,-0.19945097,5.8188467,rearing,0,42
5272,-1.0748736,5.3269343,rearing,0,20
5273,-1.2859772,5.23523,rearing,0,23
5274,-1.4294863,5.3672733,rearing,0,23
5275,-1.6426404,5.51205,rearing,0,23
5276,-1.8872488,5.6775017,rearing,0,38
5277,-2.0144,5.829405,rearing,0,38
5278,-2.2683332,5.9843607,rearing,0,38
5279,-2.4168756,6.084328,rearing,0,38
5280,-2.619928,6.3000655,rearing,0,6
5281,-2.9470525,6.6107273,rearing,0,6
5282,-3.2669585,6.9708815,rearing,0,43
5283,-3.3996782,7.2382255,rearing,0,43
5284,-3.5477219,7.408399,rearing,0,43
5285,-3.5029793,7.4756165,rearing,0,43
5286,-3.5678754,7.6148977,rearing,0,43
5287,-3.4438035,7.7036695,rearing,0,43
5288,-3.3903239,7.7030435,rearing,0,43
5289,-3.1899452,7.5871196,rearing,0,6
5290,-2.8581247,7.3494086,rearing,0,6
5291,-2.4094405,7.0673194,rearing,0,7
5292,-2.1937532,7.1111827,rearing,0,7
5293,-2.1493323,7.152736,rearing,0,7
5294,-2.0139954,7.1257615,rearing,0,7
5295,-1.7408879,6.9886613,na,0,11
5296,-1.5382489,6.863698,na,0,11
5297,-1.247708,6.6305466,na,0,31
5298,-0.9022514,6.6819477,na,0,50
5299,-0.5024048,6.669398,na,0,50
5300,-0.5441779,6.716299,na,0,50
5301,-0.45841315,6.7034764,na,0,50
5302,-0.29744256,6.877963,na,0,50
5303,-0.08949006,6.923622,na,0,3
5304,-0.12121282,6.9969463,na,0,3
5305,-0.43038443,7.269785,na,0,3
5306,-0.33179882,7.376972,na,0,3
5307,-0.24609117,7.36817,na,0,3
5308,-0.30115077,7.357524,na,0,3
5309,-0.20872405,7.424992,na,0,3
5310,-0.2922784,7.4017105,na,0,3
5311,-0.10091799,7.411676,na,0,3
5312,-0.1507549,7.3819504,na,0,3
5313,-0.20783873,7.023841,na,0,3
5314,-0.3755989,6.9633164,na,0,3
5315,-0.42784473,6.932299,na,0,50
5316,-0.30042985,6.8202515,na,0,50
5317,-0.33179379,6.6076965,na,0,50
5318,-0.42229453,6.566571,na,0,50
5319,-0.6052091,6.685667,rearing,0,50
5320,-0.68806005,6.603891,rearing,0,50
5321,-0.7309254,6.643711,rearing,0,50
5322,-0.71742684,6.6372247,rearing,0,50
5323,-0.8502841,6.738481,rearing,0,50
5324,-0.8863798,6.7508554,rearing,0,50
5325,-1.0732147,6.821288,rearing,0,13
5326,-1.1781397,6.956346,rearing,0,13
5327,-1.2154448,7.042673,rearing,0,13
5328,-1.4233729,7.170116,rearing,0,13
5329,-1.5624963,7.426588,rearing,0,13
5330,-1.6740434,7.691612,rearing,0,29
5331,-1.7267002,7.6553407,rearing,0,29
5332,-1.7314225,7.6970654,rearing,0,29
5333,-1.6585431,7.8063073,rearing,0,29
5334,-1.7057626,8.065661,rearing,0,29
5335,-1.3282819,8.948665,rearing,0,33
5336,-0.5850626,9.73121,rearing,3,58
5337,-0.6217283,9.828749,rearing,0,33
5338,0.7994821,10.793088,rearing,3,30
5339,1.0635034,11.049684,rearing,3,30
5340,1.2538596,11.123802,rearing,3,30
5341,1.4769322,10.994867,na,3,67
5342,1.633852,10.924352,na,3,67
5343,1.7115544,10.982917,na,3,25
5344,1.6424018,11.016055,na,3,25
5345,1.4950037,11.064796,na,3,30
5346,1.3013017,11.275725,na,3,30
5347,1.2986287,11.340763,na,3,30
5348,1.1138487,11.450779,na,3,30
5349,1.0192319,11.503763,na,3,30
5350,0.9201556,11.651552,na,3,36
5351,0.656754,11.926972,na,3,36
5352,0.5226286,12.21223,na,3,36
5353,0.6335076,12.341857,na,3,36
5354,0.55088484,12.502348,na,3,26
5355,0.44763854,12.508745,na,3,26
5356,0.2680485,12.606201,na,3,26
5357,0.020909302,12.774718,na,3,26
5358,-0.19118303,12.736688,na,3,26
5359,-0.29185554,12.714982,na,3,26
5360,-0.40848008,12.695398,na,3,57
5361,-2.67813,9.39705,walking,3,12
5362,-2.7386203,9.177887,walking,3,12
5363,-2.851782,9.021718,walking,3,12
5364,-2.9848986,8.733094,walking,3,12
5365,-3.021645,8.601438,walking,3,12
5366,-2.9338417,8.46598,walking,0,22
5367,-2.5652852,8.3583355,walking,0,56
5368,-2.3844204,7.726269,na,0,7
5369,-2.0154703,6.571232,na,0,11
5370,-2.040281,6.2928205,na,0,38
5371,-2.0946903,6.2425156,rearing,0,38
5372,-2.1039438,6.1975574,rearing,0,38
5373,-2.2027488,6.2767787,rearing,0,38
5374,-2.1817694,6.260093,rearing,0,38
5375,-2.5216205,6.6005263,rearing,0,6
5376,-2.7679243,6.8660645,rearing,0,6
5377,-3.3516574,7.4182935,rearing,0,43
5378,-3.6395476,7.7765603,rearing,0,43
5379,-3.7961924,7.7086773,rearing,0,43
5380,-3.7824683,7.8144717,rearing,0,43
5381,-3.6485775,8.022023,rearing,0,22
5382,-3.2496104,8.317644,rearing,0,22
5383,-3.1005993,8.521099,rearing,3,12
5384,-2.8912828,8.620371,rearing,3,12
5385,-2.729857,8.743847,rearing,3,12
5386,-2.4904103,8.975393,rearing,3,12
5387,0.09432843,12.707655,na,3,26
5388,0.17324767,12.854906,na,3,26
5389,0.05834101,13.074614,na,3,26
5390,0.1157018,13.2802305,na,3,26
5391,0.16670808,13.337682,na,3,26
5392,0.16833334,13.379607,walking,3,26
5393,0.18996611,13.3372135,walking,3,26
5394,0.15207443,13.270306,na,3,26
5395,0.15393484,13.174029,na,3,26
5396,0.25000024,12.932885,na,3,26
5397,0.44787335,12.654257,na,3,26
5398,0.587189,12.352084,na,3,36
5399,0.93110377,11.877653,na,3,36
5400,0.97448385,11.2988825,na,3,30
5401,1.052206,11.050918,na,3,30
5402,1.1610746,10.873732,na,3,30
5403,1.4024731,10.665257,na,3,67
5404,1.2921482,10.436235,na,3,67
5405,1.3693434,10.100245,na,3,8
5406,1.3807957,9.746687,na,3,8
5407,1.283297,9.622516,na,3,8
5408,1.3017935,9.4571,na,3,8
5409,1.2977883,9.420668,na,3,8
5410,1.4830964,9.404035,na,3,8
5411,1.5417945,9.438694,na,3,8
5412,1.893404,9.490796,na,3,48
5413,1.9781632,9.415532,na,3,48
5414,1.9415716,9.518167,na,3,48
5415,2.1133714,9.421501,na,3,48
5416,2.173413,9.640006,na,3,48
5417,2.184819,9.541242,na,3,48
5418,2.1151266,9.645068,na,3,48
5419,2.1708183,9.715029,na,3,48
5420,2.2314644,9.82637,na,3,48
5421,2.312318,10.127315,na,3,44
5422,2.522032,10.429458,na,3,62
5423,2.606064,10.587297,na,3,62
5424,2.5752907,10.708389,na,3,62
5425,2.490065,10.778582,na,3,62
5426,2.520637,10.665891,na,3,62
5427,2.514871,10.657205,na,3,62
5428,2.5815563,10.502223,na,3,62
5429,2.5154543,10.274042,na,3,44
5430,2.4668474,10.051275,na,3,44
5431,2.2895236,9.737611,na,3,48
5432,1.9066211,8.832249,na,3,16
5433,1.2413932,8.589594,na,3,51
5434,1.0903181,8.386011,na,3,51
5435,0.98091793,8.388627,na,3,51
5436,1.1226214,8.415264,na,3,51
5437,1.2151759,8.349802,standing,3,51
5438,1.5779167,8.108252,standing,3,51
5439,1.9975022,7.8415613,standing,5,21
5440,2.2324939,7.675501,standing,3,17
5441,2.168139,7.682848,standing,3,17
5442,2.121726,7.66329,standing,3,17
5443,2.136489,7.684368,standing,3,17
5444,2.2106085,7.807097,standing,3,17
5445,2.1471105,7.5989246,standing,3,17
5446,2.1503723,7.6702466,standing,3,17
5447,2.2309577,7.5252013,standing,3,17
5448,2.1709528,7.3995194,standing,3,17
5449,2.1595082,7.3553896,standing,3,17
5450,2.1900024,7.418995,standing,3,17
5451,2.1836088,7.4587708,standing,3,17
5452,2.2179787,7.4626074,standing,3,17
5453,2.1978028,7.5179105,standing,3,17
5454,2.1317575,7.652234,standing,3,17
5455,2.1339383,7.698903,standing,3,17
5456,2.092123,7.8575478,standing,3,17
5457,2.046724,8.0142,standing,3,17
5458,1.9398185,8.093861,standing,3,16
5459,1.9795959,8.100924,standing,3,16
5460,1.8951545,8.180852,standing,3,16
5461,1.9870062,8.090085,standing,3,16
5462,1.9028273,8.056618,standing,3,16
5463,1.9549209,8.168659,standing,3,16
5464,2.0426023,8.050087,standing,3,17
5465,1.9970902,8.274453,standing,3,16
5466,2.1394262,8.177258,standing,3,17
5467,2.131029,8.408497,standing,3,16
5468,2.1233935,8.404577,standing,3,16
5469,1.9926189,8.45616,standing,3,16
5470,1.9814456,9.170002,standing,3,16
5471,2.227722,9.857377,standing,3,48
5472,2.0754259,10.359548,standing,3,44
5473,2.123932,10.448897,standing,3,44
5474,1.9991417,10.539258,standing,3,25
5475,1.767239,10.961474,standing,3,25
5476,1.8210897,11.321661,standing,3,25
5477,1.930252,11.686177,standing,3,47
5478,1.8179127,11.899709,standing,3,47
5479,1.8803611,12.109078,standing,3,47
5480,1.9409375,12.334875,standing,3,49
5481,1.8415802,12.500685,standing,3,19
5482,1.8088735,12.60412,standing,3,19
5483,1.7216384,12.782412,standing,3,19
5484,1.5327171,12.73843,standing,3,45
5485,1.3943188,12.747703,na,3,45
5486,1.3126988,12.664581,na,3,45
5487,1.2510104,12.453164,na,3,45
5488,1.1467423,12.559015,na,3,45
5489,0.8227446,12.25393,walking,3,36
5490,0.7112356,12.076593,walking,3,36
5491,0.6452248,11.926358,walking,3,36
5492,0.61640346,11.807905,walking,3,36
5493,0.5420339,11.691615,walking,3,36
5494,0.7699032,11.397882,walking,3,30
5495,1.1366812,11.015897,walking,3,30
5496,1.4873375,10.613786,na,3,67
5497,1.8662342,10.350906,na,3,44
5498,1.9815682,10.286136,na,3,44
5499,1.9004272,9.854229,na,3,44
5500,1.8550035,9.687542,na,3,48
5501,1.9516957,9.348099,na,3,48
5502,1.5100425,5.8486066,na,5,65
5503,1.5287321,5.6767926,na,1,34
5504,1.3824617,5.6277494,na,5,37
5505,1.4371179,5.634563,standing,5,37
5506,1.3501774,5.549215,standing,5,37
5507,1.1740572,5.4385858,standing,5,37
5508,1.0314816,5.404812,standing,5,37
5509,0.95705277,5.41058,standing,5,37
5510,0.91047347,5.4087915,standing,5,37
5511,0.84672904,5.4206657,standing,5,37
5512,0.6208618,5.611169,standing,5,37
5513,0.5113222,5.68507,standing,0,42
5514,0.3366134,5.8457174,standing,0,42
5515,0.19236839,6.303032,standing,0,28
5516,-0.36279237,6.984493,standing,0,3
5517,-0.58108336,7.2487965,standing,0,3
5518,-1.4635892,7.4519806,standing,0,13
5519,-3.2978356,6.968277,standing,0,43
5520,-3.434427,7.051746,standing,0,43
5521,-3.470935,7.0530457,standing,0,43
5522,-3.4651682,7.053337,na,0,43
5523,-3.484829,6.9532533,na,0,43
5524,-3.2089763,6.8256097,na,0,43
5525,-3.1143363,6.664566,na,0,6
5526,-3.140014,6.5442004,na,0,6
5527,-3.2035682,6.589269,na,0,6
5528,-3.4427974,6.7887225,na,0,43
5529,-3.9113615,6.9955215,na,0,43
5530,-4.08209,6.939772,na,0,43
5531,-4.1492887,6.8849382,na,0,43
5532,-4.1687336,6.8608236,na,0,43
5533,-4.1371093,6.8388176,na,0,43
5534,-3.965899,6.7210875,na,0,43
5535,-3.7091315,6.5802736,na,0,43
5536,-2.9864447,6.1523304,rearing,0,6
5537,-2.5044522,5.936694,na,0,38
5538,-2.0333648,5.7817135,na,0,38
5539,-0.75340885,5.9709215,rearing,0,31
5540,-0.05586007,5.972725,rearing,0,42
5541,0.34266055,5.9790616,rearing,0,28
5542,0.3898254,6.026679,rearing,0,28
5543,0.41000044,6.261874,rearing,0,28
5544,0.418985,6.2003183,rearing,0,28
5545,0.5187122,6.3495207,rearing,0,28
5546,0.4813145,6.2549677,rearing,0,28
5547,0.4802626,6.338005,rearing,0,28
5548,0.39291096,6.4980474,rearing,0,28
5549,0.21792617,6.464132,rearing,0,28
5550,0.042115334,6.31855,rearing,0,28
5551,-0.6107093,6.1865525,rearing,0,31
5552,-0.88450897,6.0283084,rearing,0,31
5553,-1.6475254,5.8676577,rearing,0,61
5554,-1.8543507,5.9486623,rearing,0,38
5555,-2.190818,6.084851,rearing,0,38
5556,-2.4791627,6.047093,rearing,0,38
5557,-2.7304242,6.3495045,rearing,0,6
5558,-3.1262565,6.60832,rearing,0,6
5559,-3.4526758,6.8178716,rearing,0,43
5560,-3.592276,6.866219,rearing,0,43
5561,-3.6764019,7.145,rearing,0,43
5562,-3.6577802,7.350726,rearing,0,43
5563,-3.6934886,7.438969,rearing,0,43
5564,-3.6712165,7.467261,rearing,0,43
5565,-3.5727262,7.6178637,rearing,0,43
5566,-3.378323,7.8911924,rearing,0,22
5567,-3.2856605,8.075584,rearing,0,22
5568,-3.0181894,8.209531,rearing,0,22
5569,-2.902901,8.428053,rearing,0,22
5570,-2.3459232,8.568167,na,0,56
5571,-1.8167517,9.061021,na,3,12
5572,-1.4821663,9.220631,na,0,33
5573,-1.3306237,9.373534,na,0,33
5574,-1.2589144,9.3683815,na,0,33
5575,-1.2425411,9.407047,na,0,33
5576,-1.1657503,9.359711,na,0,33
5577,-1.0356672,9.311766,na,0,33
5578,-0.5607728,9.131955,na,0,33
5579,0.4149064,8.737817,na,3,0
5580,0.6803389,8.6736145,na,3,0
5581,0.99428797,8.845436,na,3,0
5582,1.0681955,8.969399,na,3,0
5583,1.2290992,9.0758,standing,3,8
5584,1.2824261,9.194604,standing,3,8
5585,1.2742374,9.324622,standing,3,8
5586,1.3881007,9.330624,standing,3,8
5587,1.3172172,9.416132,standing,3,8
5588,1.3275003,9.587528,standing,3,8
5589,1.3016204,9.484072,standing,3,8
5590,1.3485388,9.774444,standing,3,8
5591,1.2461058,9.962664,standing,3,8
5592,1.1478314,10.14772,standing,3,35
5593,0.9421452,10.86912,standing,3,30
5594,0.77726275,11.10848,standing,3,30
5595,0.5749384,11.274685,standing,3,60
5596,0.5002991,11.508829,standing,3,60
5597,0.2552251,11.85764,standing,3,36
5598,-0.001732881,12.345033,standing,3,26
5599,-0.13727933,12.646849,standing,3,26
5600,-0.16710085,12.691816,standing,3,26
5601,-0.24410331,12.70435,standing,3,26
5602,-0.2120698,12.903459,na,3,26
5603,-0.24073122,12.885383,na,3,26
5604,-0.2656286,12.938615,na,3,26
5605,-0.26098743,12.9302025,na,3,26
5606,-0.19826244,12.950819,walking,3,26
5607,-0.23254876,12.923634,walking,3,26
5608,-0.2920519,12.769668,walking,3,26
5609,-0.3075044,12.600428,walking,3,26
5610,-0.22436845,12.478662,walking,3,57
5611,-0.2837371,12.423213,walking,3,57
5612,-0.46382296,12.306889,walking,3,57
5613,-0.576443,12.304925,walking,3,57
5614,-0.67090017,12.202906,walking,3,57
5615,-0.7422194,12.2496,walking,3,57
5616,-0.6840262,12.269108,na,3,57
5617,-0.5848493,12.293836,na,3,57
5618,-0.5860385,12.30736,na,3,57
5619,-0.46973115,12.474764,na,3,57
5620,-0.3857228,12.380787,na,3,57
5621,-0.4254275,12.341033,na,3,57
5622,-0.5657466,12.167803,na,3,57
5623,-1.9747331,10.322173,na,3,32
5624,-2.1742427,9.774259,na,3,12
5625,-2.2069242,9.625907,na,3,12
5626,-2.2882535,9.212439,na,3,12
5627,-2.2733243,8.907511,na,3,12
5628,-2.3184638,8.588573,na,0,56
5629,-2.16994,8.530726,na,0,56
5630,-2.120773,8.408506,na,0,56
5631,-2.0948691,8.468682,na,0,56
5632,-1.8960012,8.490706,na,0,39
5633,-1.6424022,8.410848,na,0,39
5634,-1.3334773,8.495905,na,0,39
5635,-1.236787,8.330569,na,0,39
5636,-1.2071123,8.369051,rearing,0,39
5637,-1.2571874,8.370407,rearing,0,39
5638,-1.1382507,8.271862,rearing,0,39
5639,-1.2181716,8.213479,rearing,0,39
5640,-1.3198379,7.837405,rearing,0,39
5641,-1.7221987,6.8684406,rearing,0,11
5642,-1.7125195,6.6420317,rearing,0,11
5643,-1.693368,6.4735985,rearing,0,11
5644,-1.7084625,5.5672636,rearing,0,23
5645,-1.8983968,5.3767786,rearing,0,23
5646,-1.9645107,5.2972383,rearing,0,23
5647,-2.126023,5.2977834,rearing,0,38
5648,-2.2838242,5.350541,rearing,0,38
5649,-2.3685753,5.437384,rearing,0,38
5650,-2.4727855,5.515601,rearing,0,38
5651,-2.611768,5.6142354,rearing,0,38
5652,-2.8221924,5.809932,rearing,0,6
5653,-3.0189347,5.9843755,rearing,0,6
5654,-3.1532917,6.158264,rearing,0,6
5655,-3.438963,6.3667126,rearing,0,43
5656,-3.512101,6.434681,rearing,0,43
5657,-3.5329418,6.449105,rearing,0,43
5658,-3.5477574,6.4603677,rearing,0,43
5659,-3.5311844,6.478006,rearing,0,43
5660,-3.5359802,6.456376,rearing,0,43
5661,-3.5121493,6.4530587,rearing,0,43
5662,-3.3771462,6.400024,rearing,0,43
5663,-3.1729941,6.4258227,rearing,0,6
5664,-3.006464,6.4556236,rearing,0,6
5665,-2.7636893,6.5293527,rearing,0,6
5666,-2.669391,6.5869517,rearing,0,6
5667,-2.1749294,6.975476,rearing,0,11
5668,-1.6101316,7.6537676,na,0,29
5669,-1.1301415,8.217092,na,0,39
5670,-0.8615506,8.763449,na,0,33
5671,-0.73381597,8.984006,na,0,33
5672,-0.85887647,9.287669,na,0,33
5673,-0.98742586,9.457862,na,0,33
5674,-1.2174385,9.9532385,na,3,32
5675,-1.3171521,10.48757,na,3,32
5676,-1.4188914,10.828812,na,3,32
5677,-1.4009566,11.44362,na,3,18
5678,-1.4563458,11.835785,na,3,5
5679,-1.4475219,11.914135,na,3,5
5680,-1.439263,11.912305,na,3,5
5681,-1.4158355,12.027122,na,3,5
5682,-1.4510312,12.0139675,na,3,5
5683,-1.4997629,11.972102,na,3,5
5684,-1.4790859,11.843214,walking,3,5
5685,-1.3541098,11.679562,walking,3,18
5686,-1.2657368,11.529981,walking,3,18
5687,-1.0351982,11.295214,walking,3,18
5688,-0.7497281,11.106319,walking,3,2
5689,-0.5775661,10.90136,walking,3,2
5690,-0.38366336,10.798403,walking,3,2
5691,-0.4717527,10.772116,walking,3,2
5692,-0.43843463,10.702605,walking,3,2
5693,-0.39992225,10.624274,walking,3,2
5694,-0.501286,10.767943,walking,3,2
5695,-0.7600924,10.906515,walking,3,2
5696,-0.94323003,11.076052,na,3,32
5697,-1.1903828,11.18383,na,3,18
5698,-1.4167869,11.447227,na,3,18
5699,-1.6288646,11.467307,na,3,18
5700,-1.8229032,11.278885,na,3,18
5701,-1.8117009,11.194299,na,3,18
5702,-1.8285925,11.071919,na,3,32
5703,-1.8436149,11.00721,na,3,32
5704,-1.893265,10.69088,na,3,32
5705,-1.9333894,10.062123,na,3,32
5706,-2.0543318,9.525451,na,3,12
5707,-2.1242452,9.247906,na,3,12
5708,-2.0438282,8.764548,na,3,12
5709,-2.0521452,8.386633,rearing,0,39
5710,-2.003079,8.089678,rearing,0,39
5711,-1.8865072,7.933217,rearing,0,29
5712,-1.834919,7.777226,rearing,0,29
5713,-1.8738884,7.7891145,rearing,0,29
5714,-1.8462387,7.7633295,rearing,0,29
5715,-1.9348466,7.745615,rearing,0,29
5716,-1.8097408,7.650443,rearing,0,29
5717,-1.851199,7.68841,rearing,0,29
5718,-1.7632551,7.490614,rearing,0,29
5719,-1.6201214,6.9776387,rearing,0,11
5720,-1.1432672,6.6012554,rearing,0,31
5721,-0.8283137,6.262244,rearing,0,31
5722,-0.6493748,5.74313,rearing,0,31
5723,-0.6927938,5.540797,rearing,0,20
5724,-0.6452971,5.537923,rearing,0,20
5725,-0.6291087,5.50308,rearing,0,20
5726,-0.54163766,5.4213986,rearing,0,20
5727,-0.6392135,5.406864,rearing,0,20
5728,-0.61444926,5.3954635,rearing,0,20
5729,-0.61935884,5.2870593,rearing,0,20
5730,-0.60364854,5.308506,rearing,0,20
5731,-0.6928349,5.3897924,rearing,0,20
5732,-0.7235929,5.390723,rearing,0,20
5733,-0.791362,5.4173365,rearing,0,20
5734,-1.080704,5.352476,rearing,0,20
5735,-1.2372946,5.3776293,rearing,0,23
5736,-1.6398095,5.5207624,rearing,0,23
5737,-1.726829,5.559506,rearing,0,23
5738,-2.0126822,5.625351,rearing,0,38
5739,-2.1953256,5.7098966,rearing,0,38
5740,-2.1871867,5.7534637,rearing,0,38
5741,-2.1468444,5.7451835,rearing,0,38
5742,-2.0924351,5.700435,rearing,0,38
5743,-1.9898485,5.751394,rearing,0,38
5744,-1.8249289,5.7462015,rearing,0,38
5745,-1.6163386,5.7468753,rearing,0,23
5746,-1.4967066,5.6893673,rearing,0,23
5747,-1.366818,5.7543697,rearing,0,61
5748,-0.6697988,5.8436384,rearing,0,31
5749,-0.5755815,5.8457146,rearing,0,31
5750,-0.5235385,5.8577952,rearing,0,42
5751,-0.40535247,5.8672185,rearing,0,42
5752,-0.4864764,5.79745,rearing,0,42
5753,-0.42821532,5.858751,rearing,0,42
5754,-0.4809011,5.8127494,rearing,0,42
5755,-0.58175975,5.8796906,rearing,0,31
5756,-0.4417648,5.8011556,rearing,0,42
5757,-0.5741278,5.7225523,rearing,0,31
5758,-0.50034994,5.5393214,rearing,0,20
5759,-0.623523,5.5343957,rearing,0,20
5760,-0.6756612,5.451053,rearing,0,20
5761,-0.77511114,5.46969,rearing,0,20
5762,-0.80529517,5.4561796,rearing,0,20
5763,-0.8679764,5.4894247,rearing,0,20
5764,-0.8762835,5.50898,rearing,0,20
5765,-1.0033126,5.6166053,rearing,0,20
5766,-1.0536695,5.6863227,rearing,0,20
5767,-1.0919794,5.789184,rearing,0,20
