,z1,z2,human_annotation,subtle_super_clusters,subtle_sub_clusters
1833,-1.3531964,5.5475197,rearing,0,23
1834,-1.334531,5.486574,rearing,0,23
1835,-1.3471662,5.4692583,rearing,0,23
1836,-1.3914052,5.512327,rearing,0,23
1837,-1.4179093,5.4133,rearing,0,23
1838,-1.3538158,5.493765,rearing,0,23
1839,-1.4038693,5.542171,rearing,0,23
1840,-1.4260447,5.424941,rearing,0,23
1841,-1.4139625,5.479594,rearing,0,23
1842,-1.439056,5.560988,rearing,0,23
1843,-1.4722124,5.703683,rearing,0,23
1844,-1.6463397,5.72608,rearing,0,23
1845,-1.700308,5.946185,rearing,0,61
1846,-2.1109664,6.172479,rearing,0,38
1847,-2.296917,6.4283547,rearing,0,38
1848,-2.5572581,6.6182723,rearing,0,6
1849,-2.7512856,6.8171496,rearing,0,6
1850,-3.1276073,7.3144374,rearing,0,6
1851,-3.424613,7.6416173,rearing,0,43
1852,-3.5119708,7.9178987,rearing,0,22
1853,-3.532687,7.992778,rearing,0,22
1854,-3.489829,7.996954,rearing,0,22
1855,-3.5288346,7.966628,rearing,0,22
1856,-3.430405,7.9023423,rearing,0,22
1857,-3.3408318,7.8618445,rearing,0,22
1858,-3.0515287,7.499144,rearing,0,6
1859,-2.636596,7.065161,rearing,0,6
1860,-2.2701817,6.7920055,rearing,0,6
1861,-2.0374246,6.6872697,na,0,11
1862,-1.6674026,6.4532437,na,0,11
1863,-1.3438251,6.5693545,na,0,31
1864,-0.98251486,6.823331,na,0,13
1865,-0.7702615,6.8622093,na,0,50
1866,-0.5138648,7.06176,na,0,3
1867,-0.48936307,7.250703,na,0,3
1868,1.3209326,10.370368,na,3,67
1869,1.5722792,10.933248,na,3,67
1870,1.5320016,11.041607,na,3,67
1871,1.6171438,11.355996,na,3,25
1872,1.5728995,11.676855,na,3,47
1873,1.5427306,12.313957,na,3,47
1874,1.5408533,12.768702,na,3,45
1875,1.3150798,13.0475855,na,3,45
1876,1.2002329,13.224161,na,3,1
1877,1.1268709,13.266409,na,3,1
1878,1.0200901,13.356298,na,3,26
1879,0.9389595,13.33725,walking,3,26
1880,0.98686665,13.457477,walking,3,1
1881,0.6886904,13.484828,walking,3,26
1882,0.7356431,13.370484,walking,3,26
1883,0.4879474,13.303172,walking,3,26
1884,0.4363549,13.279363,walking,3,26
1885,0.34802774,13.242511,walking,3,26
1886,0.40608576,13.292302,walking,3,26
1887,0.29720163,13.212143,walking,3,26
1888,0.31385663,13.221186,walking,3,26
1889,0.3362434,13.146706,walking,3,26
1890,0.4771487,12.833835,walking,3,26
1891,0.69680244,12.4531765,walking,3,36
1892,0.78827494,12.256965,na,3,36
1893,0.27326697,11.52358,na,3,60
1894,0.032451913,11.0529995,na,3,2
1895,0.05151622,10.820616,na,3,2
1896,-0.003215532,10.876654,na,3,2
1897,-0.020438304,10.643998,na,3,2
1898,0.04240708,10.542332,na,3,2
1899,-0.08143988,10.621095,na,3,2
1900,-0.019347377,10.617612,na,3,2
1901,-0.15041612,10.666146,na,3,2
1902,-0.19696933,10.613291,na,3,2
1903,-0.19306956,10.72679,na,3,2
1904,-0.48135293,11.129848,na,3,2
1905,-0.598357,11.467107,na,3,69
1906,-0.5506777,11.510449,na,3,69
1907,-0.6272912,11.458216,na,3,69
1908,-0.4251487,11.619886,na,3,69
1909,-0.41483825,11.47731,na,3,69
1910,-0.28579137,11.341054,na,3,69
1911,-0.17517304,11.301288,na,3,69
1912,0.5441535,10.656636,walking,3,60
1913,0.98418736,10.237081,walking,3,35
1914,1.1293932,9.854798,walking,3,8
1915,1.248885,9.49856,walking,3,8
1916,1.5255954,8.950479,na,3,8
1917,1.6938177,8.741436,na,3,16
1918,1.4922813,7.7200685,na,5,21
1919,1.4496049,7.507197,na,5,21
1920,1.4925079,7.440682,na,5,21
1921,1.4765229,7.5013857,na,5,21
1922,1.4413885,7.432864,na,5,21
1923,1.4355009,7.473634,rearing,5,21
1924,1.5240922,7.4947186,rearing,5,21
1925,1.7138346,7.708565,na,5,21
1926,1.8796567,8.141766,na,3,16
1927,2.2389755,9.057229,na,3,48
1928,2.1287549,9.253404,na,3,48
1929,2.1951027,9.382635,na,3,48
1930,2.2868505,9.574962,na,3,48
1931,2.2357237,9.606549,na,3,48
1932,2.220434,9.653548,na,3,48
1933,2.2304235,9.710715,na,3,48
1934,2.182278,9.751923,na,3,48
1935,-1.3717937,8.776979,na,0,39
1936,-1.5462209,8.495481,na,0,39
1937,-1.9416409,8.503683,na,0,39
1938,-2.1968853,8.615892,na,0,56
1939,-2.41972,8.4291725,na,0,56
1940,-2.555209,8.198736,na,0,56
1941,-2.6560152,8.27579,na,0,56
1942,-2.7044587,8.014657,walking,0,22
1943,-2.8570545,7.839575,walking,0,22
1944,-2.9831653,7.782632,walking,0,22
1945,-2.9314115,7.3705826,walking,0,6
1946,-2.9084694,7.262774,walking,0,6
1947,-2.8825042,7.063966,walking,0,6
1948,-2.882295,6.9768143,walking,0,6
1949,-2.8548863,6.8774467,walking,0,6
1950,-2.4606097,6.4718523,na,0,38
1951,-2.1288786,5.9750156,rearing,0,38
1952,-1.8558075,5.788449,rearing,0,38
1953,-1.824177,5.744257,rearing,0,38
1954,-1.6243825,5.6803064,rearing,0,23
1955,-1.4226418,5.6229115,rearing,0,23
1956,-1.4584368,5.7145524,rearing,0,23
1957,-1.3911611,5.7421637,rearing,0,61
1958,-1.4420139,5.8420167,rearing,0,61
1959,-1.3411428,5.9371605,rearing,0,61
1960,-1.3582551,5.978053,rearing,0,61
1961,-1.2677388,6.2188854,rearing,0,61
1962,-1.4373618,7.231727,rearing,0,13
1963,-1.9016613,8.180384,rearing,0,39
1964,-1.9607714,8.201547,rearing,0,39
1965,-1.9759668,8.322219,rearing,0,39
1966,-1.9770718,8.307029,rearing,0,39
1967,-2.0124729,8.362626,rearing,0,39
1968,-1.9876431,8.363672,rearing,0,39
1969,-2.0255783,8.347322,rearing,0,39
1970,2.0974402,12.883692,rearing,3,19
1971,2.0712852,13.143853,rearing,3,19
1972,2.0615795,13.307842,rearing,3,1
1973,1.9166359,13.563446,rearing,3,1
1974,1.8822786,13.701928,rearing,3,1
1975,1.853923,13.723017,rearing,3,1
1976,1.8243291,13.80535,rearing,3,1
1977,1.8493067,13.7397585,rearing,3,1
1978,1.8631151,13.65598,na,3,1
1979,1.9805083,13.506604,na,3,1
1980,1.9368572,13.31253,na,3,1
1981,1.9270972,13.130168,na,3,1
1982,-2.3205898,8.842064,na,3,12
1983,-2.443078,8.587749,walking,0,56
1984,-2.4841392,8.5203495,walking,0,56
1985,-2.4549913,8.355713,walking,0,56
1986,-2.4540405,8.248666,walking,0,56
1987,-2.3009932,8.089687,walking,0,56
1988,-2.260798,8.061597,na,0,56
1989,-2.1304038,7.9146795,na,0,56
1990,-1.7190812,6.528086,rearing,0,11
1991,-1.675053,6.087332,rearing,0,61
1992,-1.5107459,5.9725213,rearing,0,61
1993,-1.4569477,5.9219074,rearing,0,61
1994,-1.3765323,5.9145336,rearing,0,61
1995,-0.80935794,5.708625,rearing,0,31
1996,-0.187882,5.5246634,rearing,0,42
1997,-0.064188786,5.4740214,rearing,0,42
1998,-0.09622465,5.412453,rearing,0,42
1999,-0.05533818,5.3398495,rearing,0,42
2000,-0.049736027,5.361601,rearing,0,42
2001,0.024742564,5.208866,rearing,0,42
2002,0.19172777,5.205293,rearing,0,42
2003,0.1821332,5.136475,rearing,0,42
2004,0.34973383,5.043489,rearing,0,42
2005,0.64302856,4.827466,rearing,5,37
2006,0.80181384,4.7405605,rearing,5,37
2007,0.81159717,4.7131157,rearing,5,37
2008,0.8487459,4.756798,rearing,5,37
2009,0.84047335,4.745952,rearing,5,37
2010,0.8001097,4.7973475,rearing,5,37
2011,0.4499239,4.863918,rearing,5,37
2012,-2.0700147,5.407228,rearing,0,38
2013,-2.04334,5.452239,rearing,0,38
2014,-2.3082206,5.630248,rearing,0,38
2015,-2.3307908,5.6157866,rearing,0,38
2016,-2.4206169,5.716667,rearing,0,38
2017,-2.5395608,5.889709,rearing,0,38
2018,-2.8262703,6.242425,rearing,0,6
2019,-3.0180385,6.4960485,rearing,0,6
2020,-3.0641763,6.5397987,rearing,0,6
2021,-3.196525,6.5320144,rearing,0,6
2022,-3.1664438,6.5966425,rearing,0,6
2023,-3.2343729,6.5890102,rearing,0,6
2024,-3.1858597,6.6334906,rearing,0,6
2025,-3.1937609,6.564074,rearing,0,6
2026,-3.2134302,6.6392326,rearing,0,6
2027,-1.3659092,10.789495,rearing,3,32
2028,-1.4042025,10.967254,rearing,3,32
2029,-1.6559497,11.228933,rearing,3,18
2030,-1.8402683,11.530412,rearing,3,18
2031,-1.912159,11.609846,rearing,3,18
2032,-2.032027,11.665915,na,3,18
2033,-1.9820114,11.63307,walking,3,18
2034,-2.0359027,11.634783,walking,3,18
2035,-1.9666977,11.658334,walking,3,18
2036,-2.0326662,11.407419,walking,3,18
2037,-1.9699838,11.254666,walking,3,18
2038,-1.8716061,10.872297,walking,3,32
2039,-1.5908475,10.487549,walking,3,32
2040,-1.3323215,10.134156,walking,3,32
2041,-1.2772297,9.70529,walking,3,32
2042,-1.2403594,9.789831,walking,3,32
2043,-1.2235063,9.711695,walking,3,32
2044,-1.2611041,9.803072,walking,3,32
2045,-1.2136089,9.88916,walking,3,32
2046,-1.1393509,9.882738,walking,3,32
2047,-1.1968894,10.002699,rearing,3,32
2048,-1.2427287,10.0181,rearing,3,32
2049,-1.2833883,10.061072,rearing,3,32
2050,-1.3163062,10.2727,rearing,3,32
2051,-1.4522868,10.3867,rearing,3,32
2052,-1.4506847,10.53958,rearing,3,32
2053,-1.5464281,10.4904785,rearing,3,32
2054,-1.6485358,10.691843,rearing,3,32
2055,-1.7041101,10.718299,rearing,3,32
2056,-1.7736526,10.871783,na,3,32
2057,-1.7564818,10.875626,na,3,32
2058,-1.7247802,10.981485,na,3,32
2059,-1.6696101,10.74016,walking,3,32
2060,-1.4903519,10.26974,walking,3,32
2061,-1.0491197,9.6100025,walking,0,33
2062,-0.89552385,9.604848,walking,0,33
2063,-0.78162295,9.6616,walking,0,33
2064,-0.5284776,9.811169,walking,3,58
2065,0.92249525,11.283288,walking,3,30
2066,1.348633,11.620598,na,3,47
2067,1.5480672,11.599647,na,3,47
2068,1.473586,11.933601,rearing,3,47
2069,1.6549962,12.135159,rearing,3,47
2070,1.7350992,12.462505,rearing,3,19
2071,1.7575464,12.518702,rearing,3,19
2072,1.7544156,12.514267,rearing,3,19
2073,1.7949429,12.570305,rearing,3,19
2074,1.8519042,12.541691,rearing,3,19
2075,1.9006411,12.53535,rearing,3,19
2076,1.9623029,12.5956135,rearing,3,19
2077,2.1147113,12.593461,rearing,3,19
2078,2.1289318,12.597205,rearing,3,19
2079,2.1298835,12.526457,rearing,3,19
2080,2.1552439,12.688422,na,3,19
2081,2.1354158,12.857526,na,3,19
2082,2.007323,13.173422,na,3,1
2083,2.0923328,13.301859,na,3,1
2084,2.0916522,13.285217,na,3,1
2085,2.0862193,13.2056875,walking,3,1
2086,2.0658474,13.268196,walking,3,1
2087,2.0444756,13.21128,walking,3,1
2088,2.005988,13.096698,walking,3,19
2089,-2.2306566,8.659213,walking,3,12
2090,-2.1837585,8.5439,walking,0,56
2091,-2.1700888,8.537969,walking,0,56
2092,-2.153895,8.563819,walking,0,56
2093,-2.1363294,8.546232,na,0,56
2094,-2.1170187,8.486568,na,0,56
2095,-2.1929197,8.512068,rearing,0,56
2096,-2.1892157,8.600926,rearing,0,56
2097,-2.1068096,8.583607,rearing,0,56
2098,-2.1278417,8.626572,rearing,3,12
2099,-2.0817401,8.666248,rearing,3,12
2100,-2.0240076,8.796852,rearing,3,12
2101,2.0943232,13.011897,rearing,3,19
2102,2.1794956,13.0066595,rearing,3,19
2103,2.1311865,13.12833,rearing,3,19
2104,2.0888085,13.203016,rearing,3,1
2105,2.1720126,13.194748,rearing,3,19
2106,2.1722631,13.165563,rearing,3,19
2107,2.1452832,12.634176,walking,3,19
2108,2.0562296,12.122697,walking,3,49
2109,1.9654841,11.898192,walking,3,47
2110,-2.5956457,9.6019,walking,3,12
2111,-2.639493,9.538339,walking,3,12
2112,-2.7078693,9.494127,walking,3,12
2113,-2.7848785,9.59552,na,3,12
2114,-2.9544845,10.048946,rearing,3,79
2115,-3.0131028,10.306762,rearing,3,79
2116,-3.150309,10.337789,rearing,3,79
2117,-3.3065953,10.365809,rearing,3,79
2118,-3.3309817,10.373972,rearing,3,79
2119,-3.3448727,10.363207,rearing,3,79
2120,-3.3467028,10.360858,rearing,3,79
2121,-3.309405,10.329476,rearing,3,79
2122,0.45017117,4.1001096,rearing,5,37
2123,0.44850737,4.1808815,rearing,5,37
2124,0.54659796,4.2243915,rearing,5,37
2125,0.5112782,4.2836576,rearing,5,37
2126,0.3260687,4.3160973,rearing,5,37
2127,0.09442179,4.4430733,rearing,5,37
2128,-1.895535,5.2459373,rearing,0,23
2129,-1.8973413,5.2202616,rearing,0,23
2130,-1.8797601,5.2088666,rearing,0,23
2131,-1.8891224,5.242241,rearing,0,23
2132,-1.879423,5.224393,rearing,0,23
2133,-1.9291106,5.2941074,rearing,0,23
2134,-1.9978427,5.2973943,rearing,0,38
2135,-2.1206412,5.427519,rearing,0,38
2136,-2.6263447,5.8358717,rearing,0,38
2137,-3.0645356,6.270775,rearing,0,6
2138,-3.27638,6.336493,rearing,0,6
2139,-3.3829978,6.2786865,rearing,0,6
2140,-3.4240706,6.3363457,rearing,0,43
2141,-3.4250383,6.3305645,rearing,0,43
2142,-3.440361,6.330534,rearing,0,43
2143,-3.4698691,6.3366246,rearing,0,43
2144,-3.5001323,6.3265324,rearing,0,43
2145,-3.4543698,6.428781,rearing,0,43
2146,-2.0849643,11.46678,rearing,3,18
2147,-1.8624268,11.734397,rearing,3,18
2148,-1.9305185,11.947884,na,3,5
2149,-1.8720977,11.963231,na,3,5
2150,-1.8497881,11.922454,na,3,5
2151,-1.8761677,11.983984,na,3,5
2152,-1.9210128,11.944154,walking,3,5
2153,-1.9296064,11.9066725,walking,3,5
2154,-1.9122925,11.831946,walking,3,5
2155,-1.9526024,11.622709,walking,3,18
2156,-1.9513457,10.951616,walking,3,32
2157,-2.0636396,10.484908,walking,3,32
2158,-2.330196,9.856193,walking,3,12
2159,-2.535708,9.363309,walking,3,12
2160,-2.4891605,9.255675,walking,3,12
2161,-2.582899,9.083163,na,3,12
2162,-2.518775,9.123916,na,3,12
2163,-2.438045,9.119235,na,3,12
2164,-2.2629485,9.300635,rearing,3,12
2165,-2.0945034,9.432951,rearing,3,12
2166,-2.0593984,9.530911,rearing,3,12
2167,-1.8196552,9.678161,rearing,3,12
2168,-1.5918106,9.7065325,rearing,3,32
2169,-1.4202235,9.751161,rearing,3,32
2170,-1.3444214,9.7916975,rearing,3,32
2171,-1.3336779,9.6783495,rearing,3,32
2172,-1.2987614,9.593609,rearing,0,33
2173,-1.2997364,9.415082,rearing,0,33
2174,-1.110725,9.253611,rearing,0,33
2175,-0.04883966,7.289407,rearing,0,3
2176,0.03818913,7.262581,rearing,0,3
2177,0.14796884,7.2209325,rearing,0,3
2178,0.21062896,7.1998506,rearing,0,3
2179,0.04692957,5.769072,rearing,0,42
2180,0.20744294,5.6339993,rearing,0,42
2181,0.22081906,5.651006,rearing,0,42
2182,0.32365513,5.6292815,rearing,0,42
2183,0.31751487,5.619019,rearing,0,42
2184,0.4166607,5.6107106,rearing,0,42
2185,0.4567569,5.6488423,rearing,0,42
2186,0.4764444,5.640359,rearing,0,42
2187,0.5123208,5.646729,rearing,0,42
2188,0.5282109,5.6872916,rearing,0,42
2189,0.56972927,5.770275,rearing,0,28
2190,0.52561206,5.7693887,rearing,0,42
2191,0.4219018,5.821486,rearing,0,42
2192,0.32488102,5.8449035,rearing,0,42
2193,0.19830711,5.834514,rearing,0,42
2194,0.07155191,5.8009734,rearing,0,42
2195,-0.08249862,5.948084,rearing,0,42
2196,-0.002859971,6.144829,rearing,0,28
2197,-0.12383176,6.2772207,rearing,0,28
2198,0.02663473,6.240001,rearing,0,28
2199,5.5381174,7.4183216,rearing,5,73
2200,5.6390553,7.4046454,rearing,5,73
2201,5.851589,7.3996043,rearing,5,73
2202,5.953342,7.428612,rearing,5,73
2203,6.028946,7.403568,rearing,5,73
2204,6.019217,7.4276824,rearing,5,73
2205,6.0048795,7.4450665,rearing,5,73
2206,5.9705176,7.4652286,rearing,5,73
2207,5.9341397,7.450268,rearing,5,73
2208,-3.1158864,8.133861,rearing,0,22
2209,-3.083508,8.227831,rearing,0,22
2210,-2.9937878,8.338408,rearing,0,22
2211,-3.0124774,8.414821,rearing,0,22
2212,-2.9678187,8.563512,rearing,3,12
2213,-2.8011873,8.7080345,na,3,12
2214,1.932217,13.572486,na,3,1
2215,1.9616854,13.597563,walking,3,1
2216,2.0501897,13.651301,walking,3,1
2217,2.0310624,13.587549,walking,3,1
2218,2.0737817,13.590053,walking,3,1
2219,2.0906382,13.529763,walking,3,1
2220,2.1449356,13.549416,walking,3,1
2221,2.1183624,13.518479,walking,3,1
2222,2.0886517,13.608178,walking,3,1
2223,2.0567784,13.5885105,walking,3,1
2224,2.09745,13.575356,walking,3,1
2225,2.0911722,13.5939455,walking,3,1
2226,2.0960417,13.515037,na,3,1
2227,2.2328382,13.214819,na,3,19
2228,2.2373114,12.872533,na,3,19
2229,2.3493617,12.476101,na,3,19
2230,2.5128992,11.946937,na,3,49
2231,2.4893324,11.711217,na,3,49
2232,2.555478,11.39082,na,3,62
2233,2.5470304,11.146087,na,3,62
2234,2.5332904,11.152442,na,3,62
2235,2.518636,11.071086,rearing,3,62
2236,2.553973,11.002578,rearing,3,62
2237,2.5668788,11.003265,rearing,3,62
2238,2.564381,10.819825,rearing,3,62
2239,2.5678837,10.510343,rearing,3,62
2240,1.9983811,5.9618006,rearing,5,65
2241,2.010903,5.9365473,na,5,65
2242,1.9329008,5.887402,na,5,65
2243,1.9836572,5.8783965,na,5,65
2244,1.8451605,5.826772,na,5,65
2245,1.8514873,5.793626,standing,5,65
2246,1.8742447,5.883623,standing,5,65
2247,1.9438698,5.868425,standing,5,65
2248,1.9370942,5.9368987,standing,5,65
2249,1.9504764,5.880874,standing,5,65
2250,2.048057,5.9258986,standing,5,65
2251,2.0254822,6.052689,standing,5,65
2252,1.9835975,5.9784336,standing,5,65
2253,2.0089698,5.95626,standing,5,65
2254,1.9060016,5.9073753,standing,5,65
2255,1.8619542,5.6960206,na,5,65
2256,1.7579094,5.6869416,na,5,65
2257,1.5465008,5.6690125,na,1,34
2258,1.4451478,5.751085,na,5,65
2259,1.379009,5.5991483,na,5,37
2260,1.2117767,5.77338,na,5,37
2261,1.0749078,5.897392,na,5,37
2262,0.89763826,6.0545387,na,5,27
2263,0.8562514,6.146948,na,5,27
2264,0.83231807,6.25096,na,5,27
2265,0.55428165,6.4661365,na,0,28
2266,-0.5385899,7.1239934,na,0,3
2267,-0.8087062,7.0794544,na,0,13
2268,-2.472933,6.9830127,na,0,6
2269,-3.5455031,6.9485745,na,0,43
2270,-4.0150332,7.028744,na,0,43
2271,-4.1103024,7.0124526,na,0,43
2272,-4.1922336,6.976426,na,0,43
2273,-4.187453,6.9791646,na,0,43
2274,-4.152328,6.9636717,na,0,43
2275,-3.9568768,6.873933,rearing,0,43
2276,-3.5004454,6.8492703,rearing,0,43
2277,-0.3089558,8.211176,rearing,0,4
2278,-0.10634656,8.495652,rearing,0,4
2279,-0.0430171,8.510792,rearing,0,4
2280,-0.08322273,8.463867,rearing,0,4
2281,-0.27170536,8.216747,rearing,0,4
2282,-1.2328078,7.45225,rearing,0,13
2283,-1.2375048,7.358225,rearing,0,13
2284,-1.2928785,7.394761,rearing,0,13
2285,-1.2384719,7.360919,rearing,0,13
2286,-1.0215234,7.3436303,rearing,0,13
2287,-0.6965172,7.4744787,rearing,0,3
2288,-0.056053653,8.222194,rearing,0,4
2289,-0.09361918,8.358914,rearing,0,4
2290,-0.097237565,8.417948,rearing,0,4
2291,-0.040329844,8.311651,rearing,0,4
2292,-0.2643927,8.036656,rearing,0,4
2293,-1.1449949,5.617525,rearing,0,20
2294,-1.2246743,5.4571867,rearing,0,20
2295,-1.5089122,5.352241,rearing,0,23
2296,-1.6686738,5.4035277,rearing,0,23
2297,-1.7627769,5.4491878,rearing,0,23
2298,-2.0354118,5.6739516,rearing,0,38
2299,-2.218979,5.789461,rearing,0,38
2300,-2.2671058,5.8508887,rearing,0,38
2301,-2.3724597,5.852871,rearing,0,38
2302,-2.5611143,5.9528084,rearing,0,38
2303,-2.6094515,5.9925723,rearing,0,38
2304,-2.5831907,6.0447407,rearing,0,38
2305,-2.481057,5.9329667,rearing,0,38
2306,-2.3529167,5.749351,rearing,0,38
2307,-2.208048,5.733433,rearing,0,38
2308,-1.9901685,5.7735395,rearing,0,38
2309,-2.0035474,5.766993,rearing,0,38
2310,-2.1032443,5.80779,rearing,0,38
2311,-2.09401,5.8234696,rearing,0,38
2312,-2.2199044,6.0259666,rearing,0,38
2313,-2.5082796,6.1626916,rearing,0,38
2314,-2.8228683,6.375028,rearing,0,6
2315,-3.105452,6.730688,rearing,0,6
2316,-3.3418338,6.7690606,rearing,0,43
2317,-3.5641153,7.0557942,rearing,0,43
2318,-3.6595793,7.162306,rearing,0,43
2319,-3.6609507,7.276987,rearing,0,43
2320,-3.639604,7.275661,rearing,0,43
2321,-3.593018,7.338071,rearing,0,43
2322,-3.5322716,7.3971496,rearing,0,43
2323,-3.3725178,7.4659524,rearing,0,43
2324,-3.2471893,7.4326973,rearing,0,6
2325,-2.963607,7.287952,rearing,0,6
2326,-2.5524633,7.0797215,rearing,0,6
2327,-2.3084295,6.804861,rearing,0,6
2328,-2.0123858,6.6188364,na,0,11
2329,-1.6325197,6.407905,standing,0,11
2330,-1.3478014,6.3439617,standing,0,31
2331,-1.009955,6.109365,standing,0,31
2332,-0.9198942,6.147391,standing,0,31
2333,-0.6565217,6.0488105,standing,0,31
2334,-0.36048892,5.8554006,standing,0,42
2335,-0.09936719,5.9101033,standing,0,42
2336,0.10430444,5.8080535,standing,0,42
2337,0.29667774,5.782231,standing,0,42
2338,0.4472862,5.741389,standing,0,42
2339,0.5184839,5.766461,standing,0,42
2340,0.73890024,5.7751594,standing,5,37
2341,0.7914074,5.803362,standing,5,37
2342,0.81372094,5.861447,standing,5,37
2343,0.8320554,5.7917604,standing,5,37
2344,0.899194,5.8186874,standing,5,37
2345,0.9713112,5.955255,standing,5,37
2346,0.99920166,5.9548235,standing,5,37
2347,0.9022292,6.1493134,standing,5,27
2348,0.98889375,6.2037516,standing,5,27
2349,0.9435671,6.2743344,standing,5,27
2350,0.8043122,6.361083,standing,5,27
2351,0.7647763,6.540386,standing,5,27
2352,-0.016990889,7.2863674,standing,0,3
2353,-0.5382544,7.723577,standing,0,4
2354,-0.7701111,7.9667096,standing,0,4
2355,-0.95239323,8.111142,standing,0,4
2356,-0.78471345,8.333409,standing,0,4
2357,0.9656893,11.772609,standing,3,36
2358,0.97132343,11.842626,standing,3,36
2359,0.99470484,11.964345,standing,3,36
2360,1.010827,11.981682,standing,3,36
2361,0.9967521,12.035632,na,3,36
2362,0.93536234,12.003093,na,3,36
2363,0.98560685,11.943451,na,3,36
2364,0.91600806,11.939936,na,3,36
2365,0.80972254,11.799263,na,3,36
2366,0.3712316,11.073364,na,3,60
2367,0.32279885,10.436658,na,3,35
2368,0.31717524,10.345832,na,3,35
2369,0.71391666,10.143234,na,3,35
2370,1.1057384,9.843756,walking,3,8
2371,1.3438748,9.449718,walking,3,8
2372,1.3502709,9.329141,walking,3,8
2373,1.3813977,9.343621,walking,3,8
2374,1.3705579,9.304871,walking,3,8
2375,1.3971616,9.2339525,walking,3,8
2376,1.4747775,8.980747,na,3,8
2377,1.5236735,8.955708,standing,3,8
2378,1.5528613,8.87977,standing,3,8
2379,1.6888537,8.887378,standing,3,16
2380,1.570245,8.907622,standing,3,8
2381,1.7087024,8.863186,standing,3,16
2382,1.712149,8.912427,standing,3,16
2383,1.709875,8.960195,standing,3,16
2384,1.5056927,8.9148245,standing,3,8
2385,1.4012928,8.958726,standing,3,8
2386,1.0510852,8.613995,standing,3,51
2387,0.88042605,8.671461,standing,3,51
2388,0.7203503,8.450312,standing,3,51
2389,0.7025536,8.37372,standing,0,9
2390,0.68727016,8.535854,standing,3,51
2391,0.6549697,8.491207,standing,3,0
2392,0.80958843,8.456,standing,3,51
2393,0.9900003,8.54617,standing,3,51
2394,1.1100624,8.439236,standing,3,51
2395,1.4931576,8.365739,standing,3,51
2396,1.5879246,8.495162,standing,3,16
2397,1.6509132,8.647037,standing,3,16
2398,1.7259816,8.582478,standing,3,16
2399,1.7567776,8.664807,na,3,16
2400,1.7993755,8.740524,na,3,16
2401,1.8573616,8.739302,na,3,16
2402,1.8971529,8.779568,na,3,16
2403,2.1572602,8.900235,na,3,16
2404,2.2073386,8.989593,na,3,16
2405,2.3284917,8.951478,na,3,14
2406,2.3778431,8.9573555,na,3,14
2407,2.394121,8.835754,na,3,14
2408,2.4120412,8.923086,na,3,14
2409,2.3300724,9.046463,na,3,14
2410,2.300892,9.160077,na,3,48
2411,2.2795787,9.25381,na,3,48
2412,2.1850736,9.490207,na,3,48
2413,2.1296241,9.677187,na,3,48
2414,2.0723755,9.64707,na,3,48
2415,2.0683844,9.9424305,na,3,44
2416,1.8826499,10.143403,na,3,44
2417,1.5946661,10.500815,na,3,67
2418,1.4735659,10.952943,na,3,67
2419,1.4266922,11.232973,na,3,30
2420,1.4521483,11.435952,na,3,30
2421,1.42178,11.538339,na,3,47
2422,1.4428005,11.49805,na,3,47
2423,1.475979,11.47709,na,3,47
2424,1.494764,11.501065,na,3,47
2425,1.7980961,11.305631,na,3,25
2426,1.9739071,10.553653,na,3,25
2427,2.1577728,10.36116,na,3,44
2428,2.1769338,10.538872,walking,3,44
2429,2.4417965,9.895061,walking,3,44
2430,2.3209546,9.673848,walking,3,48
2431,2.332727,9.463514,walking,3,48
2432,2.2540326,9.333811,walking,3,48
2433,2.1608212,9.228468,na,3,48
2434,1.9315073,9.053229,standing,3,16
2435,1.8032439,8.81141,na,3,16
2436,1.713144,8.777013,na,3,16
2437,1.681744,8.806427,na,3,16
2438,1.7569273,8.714961,na,3,16
2439,1.6367378,8.738707,na,3,16
2440,1.8324567,8.598116,na,3,16
2441,1.7569335,8.710454,na,3,16
2442,1.7484645,8.732782,na,3,16
2443,1.9759996,8.566958,na,3,16
2444,1.9209902,8.434363,na,3,16
2445,1.9250723,8.464304,na,3,16
2446,1.9098085,8.448633,na,3,16
2447,1.9056057,8.417119,na,3,16
2448,1.9004958,8.4366865,na,3,16
2449,1.9058315,8.544347,na,3,16
2450,1.8670377,8.359546,na,3,16
2451,1.8391439,8.367612,na,3,16
2452,1.7830493,8.405187,na,3,16
2453,1.7507479,8.4252205,na,3,16
2454,1.7507505,8.444239,na,3,16
2455,1.6206261,8.528916,na,3,16
2456,1.6052084,8.566336,na,3,16
2457,1.5710405,8.554957,na,3,16
2458,1.5465077,8.784815,na,3,51
2459,1.4876463,8.933968,na,3,8
2460,1.4913456,8.950858,na,3,8
2461,1.4341497,8.996844,na,3,8
2462,1.4497024,9.028628,na,3,8
2463,1.3306459,9.120031,na,3,8
2464,1.3567411,9.111942,na,3,8
2465,1.2308489,9.278208,na,3,8
2466,1.1712334,9.377541,walking,3,8
2467,1.0140419,9.450539,walking,3,8
2468,-0.003181075,10.334604,walking,3,2
2469,-0.053138506,10.57419,walking,3,2
2470,-0.280058,10.568816,walking,3,2
2471,-0.44633263,10.616126,walking,3,2
2472,-0.36062762,10.64423,walking,3,2
2473,-0.39105347,10.628655,walking,3,2
2474,-0.4027348,10.618585,walking,3,2
